      price  quantity  type
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38521000    0.0255     0
1  38518000    0.1383     0
2  38516000    0.0152     0
3  38514000    1.2361     0
4  38509000    0.1055     0
0  38532000    0.1578     1
1  38534000    0.0685     1
2  38536000    0.1286     1
3  38538000    0.1374     1
4  38539000    0.0231     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38522000    1.2302     0
1  38521000    0.0255     0
2  38518000    0.1383     0
3  38517000    0.0571     0
4  38516000    0.1444     0
0  38534000    0.0698     1
1  38536000    0.0896     1
2  38538000    0.0883     1
3  38539000    0.0231     1
4  38540000    0.0393     1


      price  quantity  type
0  38521000    0.0255     0
1  38518000    0.1383     0
2  38516000    0.0152     0
3  38514000    1.2361     0
4  38509000    0.1055     0
0  38532000    0.1578     1
1  38534000    0.0685     1
2  38536000    0.1286     1
3  38538000    0.1374     1
4  38539000    0.0231     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1470     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0075     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38526000    0.0089     1
1  38528000    0.1512     1
2  38530000    0.0887     1
3  38532000    0.1353     1
4  38534000    0.0076     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1470     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0152     0
2  38514000    1.2361     0
3  38510000    0.1011     0
4  38509000    0.1906     0
0  38528000    0.1512     1
1  38530000    0.0887     1
2  38532000    0.0954     1
3  38534000    0.0076     1
4  38536000    0.1471     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38520000    0.0032     0
1  38519000    0.0077     0
2  38518000    0.1765     0
3  38517000    0.0859     0
4  38516000    0.0797     0
0  38532000    0.0056     1
1  38534000    0.0617     1
2  38536000    0.1471     1
3  38538000    0.0492     1
4  38539000    0.0151     1


      price  quantity  type
0  38520000    0.0032     0
1  38519000    0.0077     0
2  38518000    0.1765     0
3  38517000    0.0859     0
4  38516000    0.0797     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0492     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1765     0
2  38516000    0.0797     0
3  38514000    1.2361     0
4  38512000    0.0851     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0797     0
3  38514000    1.2361     0
4  38512000    0.0851     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0797     0
3  38514000    1.2361     0
4  38512000    0.0851     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0797     0
3  38514000    1.2361     0
4  38512000    0.0851     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0797     0
3  38514000    1.2361     0
4  38512000    0.0851     0
0  38532000    0.0056     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0854     0
3  38515000    0.0406     0
4  38514000    1.2361     0
0  38532000    0.0047     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0854     0
3  38515000    0.0406     0
4  38514000    1.2361     0
0  38532000    0.0047     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38520000    0.0032     0
1  38518000    0.1383     0
2  38516000    0.0854     0
3  38515000    0.0406     0
4  38514000    1.2361     0
0  38532000    0.0047     1
1  38533000    0.0858     1
2  38534000    0.0617     1
3  38536000    0.1471     1
4  38538000    0.0570     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
4  38538000    0.0492     1


      price  quantity  type
0  38518000    0.1383     0
1  38516000    0.0797     0
2  38514000    1.2762     0
3  38512000    0.0851     0
4  38510000    0.0394     0
0  38530000    0.0887     1
1  38532000    0.0056     1
2  38534000    0.0692     1
3  38536000    0.1853     1
